"Site_initials","Climate profile","Temp_continuous","Proportion_continuous"
"SJ","Cold variable",33.2,0.0270794913643326
"SJ","Cold variable",33.3,0.0260785408287713
"SJ","Cold variable",33.4,0.0250683611804129
"SJ","Cold variable",33.5,0.0240500543359202
"SJ","Cold variable",33.6,0.0230247222119557
"SJ","Cold variable",33.7,0.0219934667251823
"SJ","Cold variable",33.8,0.0209573897922626
"SJ","Cold variable",33.9,0.0199175933298595
"SJ","Cold variable",34,0.0188751792546357
"SJ","Cold variable",34.1,0.0178312494832538
"SJ","Cold variable",34.2,0.0167869059323766
"SJ","Cold variable",34.3,0.0157432505186669
"SJ","Cold variable",34.4,0.0147013851587874
"SJ","Cold variable",34.5,0.0136624117694009
"SJ","Cold variable",34.6,0.01262743226717
"SJ","Cold variable",34.7,0.0115975485687575
"SJ","Cold variable",34.8,0.0105738625908261
"SJ","Cold variable",34.9,0.00955747625003861
"SJ","Cold variable",35,0.00854949146305778
"SJ","Cold variable",35.1,0.00755101014654623
"SJ","Cold variable",35.2,0.00656313421716674
"SJ","Cold variable",35.3,0.00558696559158208
"SJ","Cold variable",35.4,0.00462360618645495
"SJ","Cold variable",35.5,0.00367415791844818
"SJ","Cold variable",35.6,0.00273972270422435
"SJ","Cold variable",35.7,0.00182140246044627
"SJ","Cold variable",35.8,0.000920299103776686
"SJ","Cold variable",35.9,3.75145508783106e-05
"SJ","Cold variable",36,0
"SJ","Cold variable",36.1,0
"SJ","Cold variable",36.2,0
"SJ","Cold variable",36.3,0
"SJ","Cold variable",36.4,0
"SJ","Cold variable",36.5,0
"SJ","Cold variable",36.6,0
"SJ","Cold variable",36.7,0
"SJ","Cold variable",36.8,0
"SJ","Cold variable",36.9,0
"SJ","Cold variable",37,0
"SJ","Cold variable",37.1,0
"SJ","Cold variable",37.2,0
"SJ","Cold variable",37.3,0
"SJ","Cold variable",37.4,0
"SJ","Cold variable",37.5,0
"SJ","Cold variable",37.6,0
"SJ","Cold variable",37.7,0
"SJ","Cold variable",37.8,0
"SJ","Cold variable",37.9,0
"SJ","Cold variable",38,0
"SJ","Cold variable",38.1,0
"SJ","Cold variable",38.2,0
"SJ","Cold variable",38.3,0
"SJ","Cold variable",38.4,0
"SJ","Cold variable",38.5,0
"SJ","Cold variable",38.6,0
"SJ","Cold variable",38.7,0
"SJ","Cold variable",38.8,0
"SJ","Cold variable",38.9,0
"SJ","Cold variable",39,0
"SJ","Cold variable",39.1,0
"SJ","Cold variable",39.2,0
"SJ","Cold variable",39.3,0
"SJ","Cold variable",39.4,0
"SJ","Cold variable",39.5,0
"SJ","Cold variable",39.6,0
"SJ","Cold variable",39.7,0
"SJ","Cold variable",39.8,0
"SJ","Cold variable",39.9,0
"SJ","Cold variable",40,0
"SJ","Cold variable",40.1,0
"SJ","Cold variable",40.2,0
"SJ","Cold variable",40.3,0
"SJ","Cold variable",40.4,0
"SJ","Cold variable",40.5,0
"SJ","Cold variable",40.6,0
"SJ","Cold variable",40.7,0
"SJ","Cold variable",40.8,0
"SJ","Cold variable",40.9,0
"SJ","Cold variable",41,0
"SJ","Cold variable",41.1,0
"SJ","Cold variable",41.2,0
"SJ","Cold variable",41.3,0
"SJ","Cold variable",41.4,0
"SJ","Cold variable",41.5,0
"SJ","Cold variable",41.6,0
"SJ","Cold variable",41.7,0
"SJ","Cold variable",41.8,0
"SJ","Cold variable",41.9,0
"SJ","Cold variable",42,0
"SJ","Cold variable",42.1,0
"SJ","Cold variable",42.2,0
"SJ","Cold variable",42.3,0
"SJ","Cold variable",42.4,0
"SJ","Cold variable",42.5,0
"SJ","Cold variable",42.6,0
"SJ","Cold variable",42.7,0
"SJ","Cold variable",42.8,0
"SJ","Cold variable",42.9,0
"SJ","Cold variable",43,0
"SJ","Cold variable",43.1,0
"SJ","Cold variable",43.2,0
"SJ","Cold variable",43.3,0
"SJ","Cold variable",43.4,0
"SJ","Cold variable",43.5,0
"SJ","Cold variable",43.6,0
"SJ","Cold variable",43.7,0
"SJ","Cold variable",43.8,0
"SJ","Cold variable",43.9,0
"SJ","Cold variable",44,0
"SJ","Cold variable",44.1,0
"SJ","Cold variable",44.2,0
"SJ","Cold variable",44.3,0
"SJ","Cold variable",44.4,0
"SJ","Cold variable",44.5,0
"SJ","Cold variable",44.6,0
"SJ","Cold variable",44.7,0
"SJ","Cold variable",44.8,0
"SJ","Cold variable",44.9,0
"SJ","Cold variable",45,0
"SJ","Cold variable",45.1,0
"SJ","Cold variable",45.2,0
"SJ","Cold variable",45.3,0
"SJ","Cold variable",45.4,0
"SJ","Cold variable",45.5,0
"SJ","Cold variable",45.6,0
"SJ","Cold variable",45.7,0
"SJ","Cold variable",45.8,0
"SJ","Cold variable",45.9,0
"SJ","Cold variable",46,0
"SJ","Cold variable",46.1,0
"SJ","Cold variable",46.2,0
"SJ","Cold variable",46.3,0
"SJ","Cold variable",46.4,0
"SJ","Cold variable",46.5,0
"SJ","Cold variable",46.6,0
"SJ","Cold variable",46.7,0
"SJ","Cold variable",46.8,0
"SJ","Cold variable",46.9,0
"SJ","Cold variable",47,0
"SJ","Cold variable",47.1,0
"SJ","Cold variable",47.2,0
"SJ","Cold variable",47.3,0
"SJ","Cold variable",47.4,0
"SJ","Cold variable",47.5,0
"SJ","Cold variable",47.6,0
"SJ","Cold variable",47.7,0
"SJ","Cold variable",47.8,0
"SJ","Cold variable",47.9,0
"SJ","Cold variable",48,0
"SJ","Cold variable",48.1,0
"SJ","Cold variable",48.2,0
"SJ","Cold variable",48.3,0
"SJ","Cold variable",48.4,0
"SJ","Cold variable",48.5,0
"SJ","Cold variable",48.6,0
"SJ","Cold variable",48.7,0
"SJ","Cold variable",48.8,0
"SJ","Cold variable",48.9,0
"SJ","Cold variable",49,0
"SJ","Cold variable",49.1,0
"SJ","Cold variable",49.2,0
"SJ","Cold variable",49.3,0
"SJ","Cold variable",49.4,0
"SJ","Cold variable",49.5,0
"SJ","Cold variable",49.6,0
"SJ","Cold variable",49.7,0
"SJ","Cold variable",49.8,0
"SJ","Cold variable",49.9,0
"SJ","Cold variable",50,0
"SJ","Cold variable",50.1,0
"SJ","Cold variable",50.2,0
"SJ","Cold variable",50.3,0
"SJ","Cold variable",50.4,0
"SJ","Cold variable",50.5,0
"SJ","Cold variable",50.6,0
"SJ","Cold variable",50.7,0
"SJ","Cold variable",50.8,0
"SJ","Cold variable",50.9,0
"SJ","Cold variable",51,0
"SJ","Cold variable",51.1,0
"SJ","Cold variable",51.2,0
"SJ","Cold variable",51.3,0
"SJ","Cold variable",51.4,0
"SJ","Cold variable",51.5,0
"SJ","Cold variable",51.6,0
"SJ","Cold variable",51.7,0
"SJ","Cold variable",51.8,0
"SJ","Cold variable",51.9,0
"SJ","Cold variable",52,0
"SJ","Cold variable",52.1,0
"SJ","Cold variable",52.2,0
"SJ","Cold variable",52.3,0
"SJ","Cold variable",52.4,0
"SJ","Cold variable",52.5,0
"SJ","Cold variable",52.6,0
"SJ","Cold variable",52.7,0
"SJ","Cold variable",52.8,0
"SJ","Cold variable",52.9,0
"SJ","Cold variable",53,0
"SJ","Cold variable",53.1,0
"SJ","Cold variable",53.2,0
"SJ","Cold variable",53.3,0
"SJ","Cold variable",53.4,0
"SJ","Cold variable",53.5,0
"SJ","Cold variable",53.6,0
"SJ","Cold variable",53.7,0
"SJ","Cold variable",53.8,0
"SJ","Cold variable",53.9,0
"SJ","Cold variable",54,0
"SJ","Cold variable",54.1,0
"SJ","Cold variable",54.2,0
"SJ","Cold variable",54.3,0
"SJ","Cold variable",54.4,0
"SJ","Cold variable",54.5,0
"SJ","Cold variable",54.6,0
"SJ","Cold variable",54.7,0
"SJ","Cold variable",54.8,0
"SJ","Cold variable",54.9,0
"SJ","Cold variable",55,0
"SJ","Cold variable",55.1,0
"SJ","Cold variable",55.2,0
"SJ","Cold variable",55.3,0
"SJ","Cold variable",55.4,0
"SJ","Cold variable",55.5,0
"SJ","Cold variable",55.6,0
"SJ","Cold variable",55.7,0
"SJ","Cold variable",55.8,0
"SJ","Cold variable",55.9,0
"SJ","Cold variable",56,0
"SJ","Cold variable",56.1,0
"SJ","Cold variable",56.2,0
"SJ","Cold variable",56.3,0
"SJ","Cold variable",56.4,0
"SJ","Cold variable",56.5,0
"SJ","Cold variable",56.6,0
"SJ","Cold variable",56.7,0
"SJ","Cold variable",56.8,0
"SJ","Cold variable",56.9,0
"SJ","Cold variable",57,0
"SJ","Cold variable",57.1,0
"SJ","Cold variable",57.2,0
"SJ","Cold variable",57.3,0
"SJ","Cold variable",57.4,0
"SJ","Cold variable",57.5,0
"SJ","Cold variable",57.6,0
"SJ","Cold variable",57.7,0
"SJ","Cold variable",57.8,0
"SJ","Cold variable",57.9,0
"SJ","Cold variable",58,0
"SJ","Cold variable",58.1,0
"SJ","Cold variable",58.2,0
"SJ","Cold variable",58.3,0
"SJ","Cold variable",58.4,0
"SJ","Cold variable",58.5,0
"SJ","Cold variable",58.6,0
"SJ","Cold variable",58.7,0
"SJ","Cold variable",58.8,0
"SJ","Cold variable",58.9,0
"SJ","Cold variable",59,0
"SJ","Cold variable",59.1,0
"SJ","Cold variable",59.2,0
"SJ","Cold variable",59.3,0
"SJ","Cold variable",59.4,0
"SJ","Cold variable",59.5,0
"SJ","Cold variable",59.6,0
"SJ","Cold variable",59.7,0
"SJ","Cold variable",59.8,0
"SJ","Cold variable",59.9,0
"SJ","Cold variable",60,0
"SJ","Cold variable",60.1,0
"SJ","Cold variable",60.2,0
"SJ","Cold variable",60.3,0
"SJ","Cold variable",60.4,0
"SJ","Cold variable",60.5,0
"SJ","Cold variable",60.6,0
"SJ","Cold variable",60.7,0
"SJ","Cold variable",60.8,0
"SJ","Cold variable",60.9,0
"SJ","Cold variable",61,0
"SJ","Cold variable",61.1,0
"SJ","Cold variable",61.2,0
"SJ","Cold variable",61.3,0
"SJ","Cold variable",61.4,0
"SJ","Cold variable",61.5,0
"SJ","Cold variable",61.6,0
"SJ","Cold variable",61.7,0
"SJ","Cold variable",61.8,0
"SJ","Cold variable",61.9,0
"SJ","Cold variable",62,0
"SJ","Cold variable",62.1,0
"SJ","Cold variable",62.2,0
"SJ","Cold variable",62.3,0
"SJ","Cold variable",62.4,0
"SJ","Cold variable",62.5,0
"V","Cold stable",-5,0.0255514666845928
"V","Cold stable",-4.9,0.0229623574066243
"V","Cold stable",-4.8,0.0204204334992129
"V","Cold stable",-4.7,0.0179255438617975
"V","Cold stable",-4.6,0.0154775373938165
"V","Cold stable",-4.5,0.0130762629947086
"V","Cold stable",-4.4,0.0107215695639123
"V","Cold stable",-4.3,0.00841330600086632
"V","Cold stable",-4.2,0.00615132120500919
"V","Cold stable",-4.1,0.00393546407577949
"V","Cold stable",-4,0.00176558351261586
"V","Cold stable",-3.9,0
"V","Cold stable",-3.8,0
"V","Cold stable",-3.7,0
"V","Cold stable",-3.6,0
"V","Cold stable",-3.5,0
"V","Cold stable",-3.4,0
"V","Cold stable",-3.3,0
"V","Cold stable",-3.2,0
"V","Cold stable",-3.1,0
"V","Cold stable",-3,0
"V","Cold stable",-2.9,0
"V","Cold stable",-2.8,0
"V","Cold stable",-2.7,0
"V","Cold stable",-2.6,0
"V","Cold stable",-2.5,0
"V","Cold stable",-2.4,0
"V","Cold stable",-2.3,0
"V","Cold stable",-2.2,0
"V","Cold stable",-2.1,0
"V","Cold stable",-2,0
"V","Cold stable",-1.9,0
"V","Cold stable",-1.8,0
"V","Cold stable",-1.7,0
"V","Cold stable",-1.6,0
"V","Cold stable",-1.5,0
"V","Cold stable",-1.4,0
"V","Cold stable",-1.3,0
"V","Cold stable",-1.2,0
"V","Cold stable",-1.1,0
"V","Cold stable",-1,0
"V","Cold stable",-0.899999999999999,0
"V","Cold stable",-0.8,0
"V","Cold stable",-0.7,0
"V","Cold stable",-0.6,0
"V","Cold stable",-0.5,0
"V","Cold stable",-0.399999999999999,0
"V","Cold stable",-0.3,0
"V","Cold stable",-0.199999999999999,0
"V","Cold stable",-0.0999999999999996,0
"V","Cold stable",0,0
"V","Cold stable",0.100000000000001,0
"V","Cold stable",0.2,0
"V","Cold stable",0.300000000000001,0
"V","Cold stable",0.4,0
"V","Cold stable",0.5,0
"V","Cold stable",0.600000000000001,0
"V","Cold stable",0.7,0
"V","Cold stable",0.800000000000001,0
"V","Cold stable",0.9,0
"V","Cold stable",1,0
"V","Cold stable",1.1,0
"V","Cold stable",1.2,0
"V","Cold stable",1.3,0
"V","Cold stable",1.4,0
"V","Cold stable",1.5,0
"V","Cold stable",1.6,0
"V","Cold stable",1.7,0
"V","Cold stable",1.8,0
"V","Cold stable",1.9,0
"V","Cold stable",2,0
"V","Cold stable",2.1,0
"V","Cold stable",2.2,0
"V","Cold stable",2.3,0
"V","Cold stable",2.4,0
"V","Cold stable",2.5,0
"V","Cold stable",2.6,0
"V","Cold stable",2.7,0
"V","Cold stable",2.8,0
"V","Cold stable",2.9,0
"V","Cold stable",3,0
"V","Cold stable",3.1,0
"V","Cold stable",3.2,0
"V","Cold stable",3.3,0
"V","Cold stable",3.4,0
"V","Cold stable",3.5,0
"V","Cold stable",3.6,0
"V","Cold stable",3.7,0
"V","Cold stable",3.8,0
"V","Cold stable",3.9,0
"V","Cold stable",4,0
"V","Cold stable",4.1,0
"V","Cold stable",4.2,0
"V","Cold stable",4.3,0
"V","Cold stable",4.4,0
"V","Cold stable",4.5,0
"V","Cold stable",4.6,0
"V","Cold stable",4.7,0
"V","Cold stable",4.8,0
"V","Cold stable",4.9,0
"V","Cold stable",5,0
"V","Cold stable",5.1,0
"V","Cold stable",5.2,0
"V","Cold stable",5.3,0
"V","Cold stable",5.4,0
"V","Cold stable",5.5,0.000964808737527932
"V","Cold stable",5.6,0.0031123493934819
"V","Cold stable",5.7,0.00531536786601711
"V","Cold stable",5.8,0.00757481242032867
"V","Cold stable",5.9,0.00989163132161172
"V","Cold stable",6,0.0122667728350614
"V","Cold stable",6.1,0.0147011852258727
"V","Cold stable",6.2,0.0171958167592409
"V","Cold stable",6.3,0.0197516157003609
"V","Cold stable",6.4,0.022369530314428
"V","Cold stable",6.5,0.0250505088666372
"V","Cold stable",6.6,0.0277954996221836
"V","Cold stable",6.7,0.0306054508462624
"V","Cold stable",6.8,0.0334813108040686
"V","Cold stable",6.9,0.0364240277607974
"V","Cold stable",7,0.0394345499816438
"V","Cold stable",7.1,0.042513825731803
"V","Cold stable",7.2,0.0456628032764701
"V","Cold stable",7.3,0.0488824308808401
"V","Cold stable",7.4,0.0521736568101083
"V","Cold stable",7.5,0.0555374293294696
"V","Cold stable",7.6,0.0591420755943683
"V","Cold stable",7.7,0.0631438172642972
"V","Cold stable",7.8,0.0675254443605249
"V","Cold stable",7.9,0.0722697469043197
"V","Cold stable",8,0.0773595149169503
"V","Cold stable",8.1,0.082777538419685
"V","Cold stable",8.2,0.0885066074337923
"V","Cold stable",8.3,0.0945295119805405
"V","Cold stable",8.4,0.100829042081198
"V","Cold stable",8.5,0.107387987757034
"V","Cold stable",8.6,0.114189139029316
"V","Cold stable",8.7,0.121215285919313
"V","Cold stable",8.8,0.128449218448294
"V","Cold stable",8.9,0.135873726637526
"V","Cold stable",9,0.143471600508278
"V","Cold stable",9.1,0.15122563008182
"V","Cold stable",9.2,0.159118605379418
"V","Cold stable",9.3,0.167133316422342
"V","Cold stable",9.4,0.17525255323186
"V","Cold stable",9.5,0.183459105829241
"V","Cold stable",9.6,0.191735764235752
"V","Cold stable",9.7,0.200065318472663
"V","Cold stable",9.8,0.208430558561242
"V","Cold stable",9.9,0.216814274522758
"V","Cold stable",10,0.225199256378478
"V","Cold stable",10.1,0.233568294149672
"V","Cold stable",10.2,0.241904177857607
"V","Cold stable",10.3,0.250189697523552
"V","Cold stable",10.4,0.258407643168777
"V","Cold stable",10.5,0.266540804814548
"V","Cold stable",10.6,0.274571972482135
"V","Cold stable",10.7,0.282483936192806
"V","Cold stable",10.8,0.290259485967829
"V","Cold stable",10.9,0.297881411828474
"V","Cold stable",11,0.305332503796008
"V","Cold stable",11.1,0.3125955518917
"V","Cold stable",11.2,0.319653346136818
"V","Cold stable",11.3,0.326488676552631
"V","Cold stable",11.4,0.333084333160407
"V","Cold stable",11.5,0.339423105981415
"V","Cold stable",11.6,0.345487785036923
"V","Cold stable",11.7,0.3512611603482
"V","Cold stable",11.8,0.356726021936514
"V","Cold stable",11.9,0.361865159823133
"V","Cold stable",12,0.366661364029327
"V","Cold stable",12.1,0.371097424576363
"V","Cold stable",12.2,0.37515613148551
"V","Cold stable",12.3,0.378820274778036
"V","Cold stable",12.4,0.38207264447521
"V","Cold stable",12.5,0.384896030598301
"V","Cold stable",12.6,0.387511029674871
"V","Cold stable",12.7,0.390146960807573
"V","Cold stable",12.8,0.392799697880305
"V","Cold stable",12.9,0.395465114776965
"V","Cold stable",13,0.398139085381454
"V","Cold stable",13.1,0.400817483577669
"V","Cold stable",13.2,0.403496183249511
"V","Cold stable",13.3,0.406171058280877
"V","Cold stable",13.4,0.408837982555666
"V","Cold stable",13.5,0.411492829957779
"V","Cold stable",13.6,0.414131474371113
"V","Cold stable",13.7,0.416749789679567
"V","Cold stable",13.8,0.419343649767041
"V","Cold stable",13.9,0.421908928517434
"V","Cold stable",14,0.424441499814644
"V","Cold stable",14.1,0.42693723754257
"V","Cold stable",14.2,0.429392015585112
"V","Cold stable",14.3,0.431801707826167
"V","Cold stable",14.4,0.434162188149636
"V","Cold stable",14.5,0.436469330439418
"V","Cold stable",14.6,0.43871900857941
"V","Cold stable",14.7,0.440907096453512
"V","Cold stable",14.8,0.443029467945624
"V","Cold stable",14.9,0.445081996939643
"V","Cold stable",15,0.447060557319469
"V","Cold stable",15.1,0.448961022969001
"V","Cold stable",15.2,0.450779267772138
"V","Cold stable",15.3,0.452511165612779
"V","Cold stable",15.4,0.454152590374822
"V","Cold stable",15.5,0.455699415942167
"V","Cold stable",15.6,0.457147516198713
"V","Cold stable",15.7,0.458492765028358
"V","Cold stable",15.8,0.459731036315001
"V","Cold stable",15.9,0.460858203942543
"V","Cold stable",16,0.46187014179488
"V","Cold stable",16.1,0.462762723755913
"V","Cold stable",16.2,0.46353182370954
"V","Cold stable",16.3,0.464173315539661
"V","Cold stable",16.4,0.464683073130173
"V","Cold stable",16.5,0.465056970364977
"V","Cold stable",16.6,0.465290881127971
"V","Cold stable",16.7,0.465380679303054
"V","Cold stable",16.8,0.465322238774125
"V","Cold stable",16.9,0.465111433425083
"V","Cold stable",17,0.464744137139827
"V","Cold stable",17.1,0.464216223802255
"V","Cold stable",17.2,0.463523567296268
"V","Cold stable",17.3,0.462662041505763
"V","Cold stable",17.4,0.46162752031464
"V","Cold stable",17.5,0.460415877606798
"V","Cold stable",17.6,0.458905317793447
"V","Cold stable",17.7,0.456986839619824
"V","Cold stable",17.8,0.454675508470871
"V","Cold stable",17.9,0.451986389731525
"V","Cold stable",18,0.448934548786729
"V","Cold stable",18.1,0.44553505102142
"V","Cold stable",18.2,0.441802961820539
"V","Cold stable",18.3,0.437753346569026
"V","Cold stable",18.4,0.433401270651821
"V","Cold stable",18.5,0.428761799453863
"V","Cold stable",18.6,0.423849998360092
"V","Cold stable",18.7,0.418680932755448
"V","Cold stable",18.8,0.413269668024871
"V","Cold stable",18.9,0.4076312695533
"V","Cold stable",19,0.401780802725676
"V","Cold stable",19.1,0.395733332926938
"V","Cold stable",19.2,0.389503925542026
"V","Cold stable",19.3,0.38310764595588
"V","Cold stable",19.4,0.376559559553439
"V","Cold stable",19.5,0.369874731719645
"V","Cold stable",19.6,0.363068227839435
"V","Cold stable",19.7,0.35615511329775
"V","Cold stable",19.8,0.34915045347953
"V","Cold stable",19.9,0.342069313769715
"V","Cold stable",20,0.334926759553245
"V","Cold stable",20.1,0.327737856215059
"V","Cold stable",20.2,0.320517669140096
"V","Cold stable",20.3,0.313281263713298
"V","Cold stable",20.4,0.306043705319604
"V","Cold stable",20.5,0.298820059343953
"V","Cold stable",20.6,0.291625391171285
"V","Cold stable",20.7,0.284474766186541
"V","Cold stable",20.8,0.277383249774659
"V","Cold stable",20.9,0.270365907320581
"V","Cold stable",21,0.263437804209245
"V","Cold stable",21.1,0.256614005825591
"V","Cold stable",21.2,0.249909577554559
"V","Cold stable",21.3,0.24333958478109
"V","Cold stable",21.4,0.236919092890122
"V","Cold stable",21.5,0.230663167266597
"V","Cold stable",21.6,0.224586873295452
"V","Cold stable",21.7,0.218705276361629
"V","Cold stable",21.8,0.213033441850067
"V","Cold stable",21.9,0.207586435145705
"V","Cold stable",22,0.202379321633485
"V","Cold stable",22.1,0.197427166698345
"V","Cold stable",22.2,0.192745035725225
"V","Cold stable",22.3,0.188347994099065
"V","Cold stable",22.4,0.184251107204805
"V","Cold stable",22.5,0.180469440427385
"V","Cold stable",22.6,0.176758815623432
"V","Cold stable",22.7,0.172870819853356
"V","Cold stable",22.8,0.168814166307768
"V","Cold stable",22.9,0.164597568177283
"V","Cold stable",23,0.160229738652511
"V","Cold stable",23.1,0.155719390924066
"V","Cold stable",23.2,0.151075238182561
"V","Cold stable",23.3,0.146305993618608
"V","Cold stable",23.4,0.141420370422819
"V","Cold stable",23.5,0.136427081785807
"V","Cold stable",23.6,0.131334840898185
"V","Cold stable",23.7,0.126152360950565
"V","Cold stable",23.8,0.12088835513356
"V","Cold stable",23.9,0.115551536637783
"V","Cold stable",24,0.110150618653846
"V","Cold stable",24.1,0.104694314372361
"V","Cold stable",24.2,0.0991913369839412
"V","Cold stable",24.3,0.0936503996791995
"V","Cold stable",24.4,0.088080215648748
"V","Cold stable",24.5,0.0824894980831997
"V","Cold stable",24.6,0.0768869601731668
"V","Cold stable",24.7,0.0712813151092619
"V","Cold stable",24.8,0.065681276082098
"V","Cold stable",24.9,0.0600955562822872
"V","Cold stable",25,0.0545328689004424
"V","Cold stable",25.1,0.0490019271271758
"V","Cold stable",25.2,0.0435114441531003
"V","Cold stable",25.3,0.0380701331688287
"V","Cold stable",25.4,0.032686707364973
"V","Cold stable",25.5,0.0273698799321463
"V","Cold stable",25.6,0.0221283640609608
"V","Cold stable",25.7,0.0169708729420293
"V","Cold stable",25.8,0.0119061197659644
"V","Cold stable",25.9,0.0069428177233785
"V","Cold stable",26,0.00208968000488448
"V","Cold stable",26.1,0
"V","Cold stable",26.2,0
"V","Cold stable",26.3,0
"V","Cold stable",26.4,0
"V","Cold stable",26.5,0
"V","Cold stable",26.6,0
"V","Cold stable",26.7,0
"V","Cold stable",26.8,0
"V","Cold stable",26.9,0
"V","Cold stable",27,0
"V","Cold stable",27.1,0
"V","Cold stable",27.2,0
"V","Cold stable",27.3,0
"V","Cold stable",27.4,0
"V","Cold stable",27.5,0
"V","Cold stable",27.6,0
"V","Cold stable",27.7,0
"V","Cold stable",27.8,0
"V","Cold stable",27.9,0
"V","Cold stable",28,0
"V","Cold stable",28.1,0
"V","Cold stable",28.2,0
"V","Cold stable",28.3,0
"V","Cold stable",28.4,0
"V","Cold stable",28.5,0
"V","Cold stable",28.6,0
"V","Cold stable",28.7,0
"V","Cold stable",28.8,0
"V","Cold stable",28.9,0
"V","Cold stable",29,0
"V","Cold stable",29.1,0
"V","Cold stable",29.2,0
"V","Cold stable",29.3,0
"V","Cold stable",29.4,0
"V","Cold stable",29.5,0
"V","Cold stable",29.6,0
"V","Cold stable",29.7,0
"V","Cold stable",29.8,0
"V","Cold stable",29.9,0
"V","Cold stable",30,0
"V","Cold stable",30.1,0
"V","Cold stable",30.2,0
"V","Cold stable",30.3,0
"V","Cold stable",30.4,0
"V","Cold stable",30.5,0
"V","Cold stable",30.6,0
"V","Cold stable",30.7,0
"V","Cold stable",30.8,0
"V","Cold stable",30.9,0
"V","Cold stable",31,0
"V","Cold stable",31.1,0
"V","Cold stable",31.2,0
"V","Cold stable",31.3,0
"V","Cold stable",31.4,0
"V","Cold stable",31.5,0
"V","Cold stable",31.6,0
"V","Cold stable",31.7,0
"V","Cold stable",31.8,0
"V","Cold stable",31.9,0
"V","Cold stable",32,0
"V","Cold stable",32.1,0
"V","Cold stable",32.2,0
"V","Cold stable",32.3,0
"V","Cold stable",32.4,0
"V","Cold stable",32.5,0
"V","Cold stable",32.6,0
"V","Cold stable",32.7,0
"V","Cold stable",32.8,0
"V","Cold stable",32.9,0
"V","Cold stable",33,0
"V","Cold stable",33.1,0
"V","Cold stable",33.2,0
"V","Cold stable",33.3,0
"V","Cold stable",33.4,0
"V","Cold stable",33.5,0
"V","Cold stable",33.6,0
"V","Cold stable",33.7,0
"V","Cold stable",33.8,0
"V","Cold stable",33.9,0
"V","Cold stable",34,0
"V","Cold stable",34.1,0
"V","Cold stable",34.2,0
"V","Cold stable",34.3,0
"V","Cold stable",34.4,0
"V","Cold stable",34.5,0
"V","Cold stable",34.6,0
"V","Cold stable",34.7,0
"V","Cold stable",34.8,0
"V","Cold stable",34.9,0
"V","Cold stable",35,0
"V","Cold stable",35.1,0
"V","Cold stable",35.2,0
"V","Cold stable",35.3,0
"V","Cold stable",35.4,0
"V","Cold stable",35.5,0
"V","Cold stable",35.6,0
"V","Cold stable",35.7,0
"V","Cold stable",35.8,0
"V","Cold stable",35.9,0
"V","Cold stable",36,0
"V","Cold stable",36.1,0
"V","Cold stable",36.2,0
"V","Cold stable",36.3,0
"V","Cold stable",36.4,0
"V","Cold stable",36.5,0
"V","Cold stable",36.6,0
"V","Cold stable",36.7,0
"V","Cold stable",36.8,0
"V","Cold stable",36.9,0
"V","Cold stable",37,0
"V","Cold stable",37.1,0
"V","Cold stable",37.2,0
"V","Cold stable",37.3,0
"V","Cold stable",37.4,0
"V","Cold stable",37.5,0
"V","Cold stable",37.6,0
"V","Cold stable",37.7,0
"V","Cold stable",37.8,0
"V","Cold stable",37.9,0
"V","Cold stable",38,0
"V","Cold stable",38.1,0
"V","Cold stable",38.2,0
"V","Cold stable",38.3,0
"V","Cold stable",38.4,0
"V","Cold stable",38.5,0
"V","Cold stable",38.6,0
"V","Cold stable",38.7,0
"V","Cold stable",38.8,0
"V","Cold stable",38.9,0
"V","Cold stable",39,0
"V","Cold stable",39.1,0
"V","Cold stable",39.2,0
"V","Cold stable",39.3,0
"V","Cold stable",39.4,0
"V","Cold stable",39.5,0
"V","Cold stable",39.6,0
"V","Cold stable",39.7,0
"V","Cold stable",39.8,0
"V","Cold stable",39.9,0
"V","Cold stable",40,0
"V","Cold stable",40.1,0
"V","Cold stable",40.2,0
"V","Cold stable",40.3,0
"V","Cold stable",40.4,0
"V","Cold stable",40.5,0
"V","Cold stable",40.6,0
"V","Cold stable",40.7,0
"V","Cold stable",40.8,0
"V","Cold stable",40.9,0
"V","Cold stable",41,0
"V","Cold stable",41.1,0
"V","Cold stable",41.2,0
"V","Cold stable",41.3,0
"V","Cold stable",41.4,0
"V","Cold stable",41.5,0
"V","Cold stable",41.6,0
"V","Cold stable",41.7,0
"V","Cold stable",41.8,0
"V","Cold stable",41.9,0
"V","Cold stable",42,0
"V","Cold stable",42.1,0
"V","Cold stable",42.2,0
"V","Cold stable",42.3,0
"V","Cold stable",42.4,0
"V","Cold stable",42.5,0
"V","Cold stable",42.6,0
"V","Cold stable",42.7,0
"V","Cold stable",42.8,0
"V","Cold stable",42.9,0
"V","Cold stable",43,0
"V","Cold stable",43.1,0
"V","Cold stable",43.2,0
"V","Cold stable",43.3,0
"V","Cold stable",43.4,0
"V","Cold stable",43.5,0
"V","Cold stable",43.6,0
"V","Cold stable",43.7,0
"V","Cold stable",43.8,0
"V","Cold stable",43.9,0
"V","Cold stable",44,0
"V","Cold stable",44.1,0
"V","Cold stable",44.2,0
"V","Cold stable",44.3,0
"V","Cold stable",44.4,0
"V","Cold stable",44.5,0
"V","Cold stable",44.6,0
"V","Cold stable",44.7,0
"V","Cold stable",44.8,0
